Date,Time,Headline,Body Context
2/14/2025,09:45,Slot frustrated not to go nine clear of Arsenal,"Liverpool boss Arne Slot on the 2-2 draw at Everton: “We would have loved to go nine points up – that would have been better than seven! ""But there’s lots of positives despite not playing our best game. David Moyes deserves credit, he’s done a tremendous job and he made it a hard game for us. The players stood up and were mentally stronger than last season. We went 1-0 down to lead the game.”"
2/14/2025,09:44,Gakpo a 'bit of a doubt' for Wolves game,Liverpool boss Arne Slot: “Cody [Gakpo] is a bit of a doubt – let’s see how he is today. I had to take him off due to an injury because he got a knock.”
2/14/2025,09:41,Slot: I like that Jones stood up for the team,"Arne Slothas praisedCurtis Jonesfor ""standing up for the team"" after theLiverpoolmidfielder was sent off for clashing with Abdoulaye Doucoure following full-time in the Merseyside derby. James Tarkowski’s late equaliser sparked wild scenes with Everton’s Doucoure celebrating in front of the travelling supporters before Jones intervened. “I like a lot that he stands up for the team, but there are also other ways for the team and fans to do that,” Slot added. “I will talk with him about that. It is the same for me, I should have acted differently after the game as well.” Liverpool were on course to earn victory on the historic occasion and strengthen their grip on the Premier League title race until the late drama. Slot added: “I felt immediately after the referee blew his whistle we had lost two points. “For the whole 98 minutes it didn’t feel constantly we were the ones who were going to win the game, it was an equal game, a draw was maybe a fair result but with us leading after 97 minutes we were quite close to winning the game and it felt as though we dropped two points. “But we won a lot as well with the togetherness of the team, together with the fans, how much we fought to get the result over the line.”"
2/13/2025,21:15,Benitez: Real Madrid move would be good for Trent,"FormerLiverpoolmanagerRafa BenitezreckonsReal Madridwould be a good fit forTrent Alexander-Arnoldand that the right-back,Virgil van DijkandMohamed Salahwill not all sign new contracts. Alexander-Arnold has been linked with a move to the LaLiga giants when his contract expires in the summer. Benitez, who also managed Real Madrid, believes it would suit the 26-year-old. ""He’s an offensive defender and he’s playing as a midfielder sometimes,"" Benitez toldSky Sports. ""Real Madrid is an attacking team, the best team in Spain and they will be the best team because they have the potential. ""For an offensive defender in an offensive team, you have more chances to make assists and create situations in attack – they will be good for him as a player. ""He’s doing that at Liverpool but with Real Madrid, you can guarantee he will do that for years. ""As a Liverpool fan, you would say him staying is much better because he gives us something special. But if he goes, and as a Real Madrid kid all my life, it will also be good for Real Madrid and for him."" Van Dijk and Salah's contracts also expire at the end of the season and Benitez reckons Liverpool will not keep all three. ""It will not be easy to keep the three players, that is very clear,"" said Benitez. ""The three are very important players but if the club is working on replacements, if the club is making the right approach to them, they will sort it out. ""I don’t know if the three of them [will stay], I don’t think so. ""If they cannot, I’m sure they will have a new option and the new player will come and will be another kind of player with energy and give something different."""
2/13/2025,18:13,Carabao Cup final KO time confirmed,"The EFL have confirmed the kick-off time for the Carabao Cup final. Liverpool will take on Newcastle United at 4.30pm on Sunday March 16 at Wembley, live onSky Sports."
2/13/2025,17:50,Benitez on Slot's red card: It's difficult to control yourself in every situation,"FormerLiverpoolbossRafael Benitezhas given his verdict onArne Slot'sred card in the aftermath of the draw againstEverton,while also stating the Reds are still in the driving seat for the Premier League title. Liverpool are currently seven points clear ofArsenalat the top of the table but squandered the chance to make it nine after conceding a late equaliser againstEvertonto make it 2-2 on Wednesday. ""It is always difficult to control yourself in every situation. Especially when you go into a derby and know what it means for all the fans and your staff. ""You have the game in your hand then you lose the possibility to get three points. It is not easy to have control, especially when everyone expects you to have passion. ""It is not nice but it is a derby, you move on."" On the title race, he added: ""When you fight for title, normally we say the last ten games are the key games. That is when you win trophies or the leagues. ""They have balance and a team that is capable of scoring goals but also good defending. When you have good players with good players, you win titles. Liverpool are in the advantage and they have the right mentality. ""The coach is doing well so he understands what he needs to do, he changes the way they play depending on the opponent. They have a great advantage and my feeling is they will win."""
2/13/2025,15:56,WATCH: Salah's amazing stats that put him on track to shatter PL records,Sky Sportsfootball writer Nick Wright highlights the stunning stats behindMohamed Salahand how he is on track to shatter Premier League records...
2/13/2025,08:21,WATCH: New angle of Slot's surprise red,No Content
2/13/2025,08:20,Real step up Trent summer chase,"Real Madridwill step up their attempts to signTrent Alexander-ArnoldfromLiverpoolas a Bosman free agent in the summer as part of the European champions’ “all-or-nothing” transfer policy, according to theDaily Telegraph."
2/13/2025,08:19,Has Salah found his suitor?,"Al-Hilalboss Jorge Jesus has admitted he wants to signLiverpoolstarMohamed Salahthis summer and believes the Egyptian forward would ""fit the team"", reports theDaily Mirror. Speaking in an interview withCanal11, he said: ""I would like to have Salah at Al-Hilal, he has a way of playing that fits the team."""
2/13/2025,08:19,Nunez jokes about Saudi move,"LiverpoolstrikerDarwin Nunezhas risked angering fans by joking about a move toSaudi Arabiafor financial reasons, reports theDaily Mirror."
2/13/2025,00:06,‘Utter MAYHEM!’ | Last Goodison derby ends in chaos with FOUR reds shown!,There were chaotic scenes after the final whistle of the last Merseyside derby at Goodison Park with FOUR red cards being brandished by referee Michael Oliver.
2/12/2025,23:38,Explained: Why Slot didn't speak to the media after Merseyside derby draw,Sky Sports'Ben Ransomexplains whyLiverpoolbossArne Slotdidn't speak to the media following his side's 2-2 draw atEverton.
2/12/2025,23:31,The Verdict: Fitting finale to last ever Merseyside derby at Goodison Park,Sky Sports'Ben RansomandAdam Batereflect on a dramatic 2-2 draw betweenEvertonandLiverpoolin the last ever Merseyside derby at Goodison Park.
2/12/2025,22:52,Van Dijk: Doucoure provoked our fans,"Virgil van Dijk speaking to TNT Sports: On the drama:“It was intense – it was always going to be intense. It’s disappointing to lose in the last second of the game or even over extra time. It isn't easy to accept it, especially in the manner but we take it and move on.” Does it feel like a loss:“Yes and no. It was over extra time. I think the referee had a big part in the game today in terms of certain challenges were given as a foul and similar ones didn’t. It’s disappointing to concede – a great strike – but very disappointing.” What did Everton do well?“The same things they always do – very direct and fight for the second and third ball. This is their cup final and will try and make it difficult. We saw it last season how difficult they made it and this year they scored in the end – a boost for them, a blow for us.” On late red cards:“They are entitled to celebrate the goal but Doucoure wanted to provoke our fans and Curtis thought that wasn’t the right thing to do. Then there was a tussle. The referee didn’t have the game under control, I said that to him. It is a factor. Both teams had to deal with it.”"
2/12/2025,22:44,"Slot, his assistant and Jones facing bans after Merseyside melee","LiverpoolbossArne Slot, his assistantSipke Hulshoffand midfielderCurtis Jonesare facing suspensions after being shown red cards after the full-time whistle to Wednesday's 2-2 Merseyside derby draw atEverton. Slot and Hulshoff were prevented from speaking to the media in the aftermath due to aPremier Leaguerule. The Premier League andPGMOLcompetition guidance handbook states: ""Dismissed technical area occupants are not permitted to take a seat in the stand, or return to the field of play post-match, or conduct post-match media obligations."" Jones raced over and grabbed Everton'sAbdoulaye Doucoureafter the Everton midfielder went to celebrate the Toffees' last-gasp draw in front of the travelling Liverpool fans, sparking a confrontation involving many players from both sides. Both Jones and Doucoure were shown second yellow cards and then red cards by referee Michael Oliver. Slot was seen shaking hands with Oliver and saying something to the official before he was also shown a red card, with the Premier League later confirming Hulshoff had been shown a straight red as well. Jones is facing a one-game suspension, while Slot and Hulshoff are likely to be handed touchline bans."
2/12/2025,22:44,Sherwood: Merseyside derby draw keeps title race alive,"Tim Sherwood on Soccer Special: ""It keeps it open, in my opinion. Seven points. ""It's still a big gap, of course it is. But nine would have been too much. Seven keeps it alive. ""Not only are they celebrating in the blue half of Merseyside tonight, Liverpool will feel like it's a defeat because it's come so late in the day."""
2/12/2025,22:43,Report: Tarkowski rocket salvages late draw in final Goodison derby as Slot sees red,James Tarkowksilashed in an incredible 98th-minute equaliser asEvertonsalvaged a dramatic 2-2 draw withLiverpoolin the last Merseyside derby at Goodison Park. Sky Sports
2/12/2025,22:28,FREE MATCH HIGHLIGHTS: EVERTON 2-2 LIVERPOOL,No Content
2/12/2025,08:44,Lovren: Salah close to leaving Liverpool,"Mo Salahis close to leavingLiverpoolclaims his close friend and former team-mateDejan Lovren. Speaking to Arabic outletWinwin, Lovren said: ""I think he is close to leaving. Right now I think he is closer to leaving than staying. ""That's what I know, that's my feeling. I obviously hope that the situation changes."""
2/11/2025,16:18,Liverpool's next five league games may decide the title,"Analysis by Sky Sports' Richard Morgan: Liverpool now face a potentially season-defining run of five Premier League games in 15 days that could go a long way in deciding the outcome this campaign’s title race. The Reds’ progression to the Carabao Cup final on Sunday March 16 means their top-flight clash at Aston Villa, originally scheduled for that weekend, has been brought forward to Wednesday February 19. As a result, Arne Slot’s side can now concentrate on their league campaign, with Liverpool six points ahead of second-placed Arsenal ahead of Wednesday night’s game at Everton - the final Merseyside derby at Goodison Park and their game in hand on the Gunners. Liverpool then host Wolves at Anfield on Sunday afternoon – live onSky Sports– before that testing trip to Villa Park a week on Wednesday, followed by another challenging game at champions Man City [Sunday February 23] - live onSky Sports–and the visit of League Cup finalists Newcastle to Anfield [Wednesday February 26] rounds off this scary-looking run. By that point, it will be the Reds who would have played a match more than their rivals and with then just 10 fixtures left in the season, we will well and truly be into the home straight. But whether the Premier League title ends up on Merseyside, or in north London this season, still may not be known by then if recent title fights are anything to go by, as Slot pointed out in his pre-match press conference ahead of Wednesday’s derby. ""This period, five games in 15 days, is what we've done for 15 months now,"" said the Dutchman. ""Last season Arsenal only lost two of their last 15 or 17, but still Man City were able to win the league probably because they won every game. “That is the league we are in, so the upcoming five fixtures are important, but the nine afterwards are important. But the first 23-24 games have been just as important."" Liverpool next five games"
2/11/2025,15:26,Why no one in Liverpool looks forward to the derby,"Ahead of the final Merseyside derby at Goodison Park, reporter and ex-Toffees press officerAl Myersexplains how the cross-city rivalry creates so much anxiety: Sky Sports"
2/11/2025,12:40,Slot: Liverpool must handle emotion of Everton's final Goodison derby,"Liverpoolhead coachArne Slothopes his first-choice side will handle the emotion of Goodison Park's final Merseyside derby better than the second string whose ""unacceptable"" performance resulted in them being dumped out of the FA Cup by Plymouth. Sky Sports"
2/11/2025,11:46,Key numbers ahead of final Goodison Park derby,No Content
2/11/2025,11:45,Slot: Vital we do not go behind early on,"Liverpool manager Arne Slot on his side tending to drop points after making slow starts to games this season: ""Ninety minutes of the game are very important. The first 10-15 minutes, especially in an away game, it's even more important to not go behind. It's definitely important. ""The reason why we dropped points is because the teams have a lot of quality. Yes, it's important to control the emotions of the away crowd. The worst thing you can do is go behind."""
2/11/2025,10:56,Last time out at Goodison...,Look away now Liverpool fans as this is what happened the last time the Reds visited Goodison Park in a crucial fixture in the destiny of last season's Premier League title:
2/11/2025,10:36,Slot: A wise man once said to me that nothing good comes from losing,"Liverpool manager Arne Slot on whether it is actually an advantage fixtures wise going out of the FA Cup at Plymouth on Sunday: ""There was a wise man that once said to me, nothing good comes from losing a football game and I completely agree. ""We would definitely have prepared to play six games in 18 days or seven in 21 or eight in 24 because that's the schedule we are in. Now with us losing this game, there is one moment that we have a normal week, but that is definitely not what we wanted when we went to Plymouth. ""It was difficult because the plan was to play with Joe [Gomez] for 60 minutes or longer. The plan was to start Curtis [Jones] but he came on Sunday and said he didn't feel well enough to play so then all of a sudden we missed two important players. I think people know Darwin [Nunez's] situation that he became a dad one or two days before the game and that happened in Spain, so he came in a bit later. ""There were some circumstances that weren't perfect when it comes to Plymouth. The idea was to play with an even stronger team, but that team still should have been able to win that game and the fact that we didn't and the fact that we didn't against PSV [Eindhoven] as well also tells us that these players definitely need these games to get the best out of them. ""It is so difficult to get the best out of them if they hardly play any games and that's again why it's disappointing for them."""
2/11/2025,10:28,Slot hoping to bounce back after Plymouth slam: We're ready for Everton battle,Liverpoolmanager Arne Slot says his team are looking to bounce back from their FA Cup defeat in the last Merseyside derby at Goodison Park.
2/11/2025,10:26,"Analysis: Slot calling for cool heads, but not cool legs, for last-ever Goodison Park derby","Sky Sports News reporter Vinny O'Connor at the AXA Training Centre ahead of Liverpool's crucial final Merseyside derby with Everton at Goodison Park on Wednesday night: ""Arne Slot today quoted a wise man who once said to him ‘Nothing good comes from losing a football game.’ ""That encapsulated his mood having already admitted that missing out on the chance to go for the quadruple, so early, should have an impact because working at a club like this you should be competing for every trophy. ""He reiterated losing to Plymouth is unacceptable and so now, in the Merseyside derby, they have to show a different side because the result and performance were far from the standards expected. ""The team he fielded, of course, was very different as well. At Goodison Park we can expect to see Mo Salah, Virgil van Dijk, Ibrahim Konate, Alisson, Andy Robertson, Ryan Gravenberch, Alexis Mac Allister, Dominik Szoboszlai or Curtis Jones return to the starting lineup at the very least. ""Trent Alexander-Arnoldwill also train ahead of the game and a decision as to whether or not he’s ready to return will be taken from there. ""Joe Gomezis definitely out and there's concern around the fact that he's suffered another hamstring injury in the same leg, having only just returned. ""Aside from that, Slot again has the best part of a fully-fit squad to choose from for the last-ever Goodison Park Merseyside derby. ""Both sides are tied on 41 wins at the famous old stadium and given the emotion there will be amongst the home support at least, Slot is calling for cool heads, but not cool legs. ""So calmness of mind whilst maintaining the intensity of work rate and commitment is key, and even though Liverpool have a six-point advantage at the top of the Premier League, the Dutchman believes they can't slow down. “'You cannot have a few games where you are not on top of your game,' he says, 'because then all of a sudden another team catches you up. That’s what the Premier League is, that’s why it’s such an exciting league and such a beautiful league to work in.'"""
2/11/2025,10:21,Slot: We cannot slow down now as we will be caught,"Liverpool manager Arne Slot on Liverpool's upcoming run of five matches in the next 15 days: ""This period, five games in 15 days, is what we've done for 15 months now. This is the hardest league to win because so many teams can win this league and are capable of winning 10-15 games in a row, so you cannot slow down and you cannot have a few games where you aren't on the top of your game because all of a sudden another team will catch you up. ""That is what the Premier League is, that's why it is such an exciting league and such a beautiful league to work in. ""Last season Arsenal only lost two of their last 15 or 17, but still City were able to win the league probably because they won every game. That is the league we are in, so the upcoming five fixtures are important, but the nine afterwards are important. But the first 23-24 games have been just as important."""
2/11/2025,10:17,Slot: Derbies are always more difficult to play,"Liverpool manager Arne Slot on why his side have found it so hard to win at Everton - both teams have 41 victories a piece in Goodison Park Merseyside derbies, with 37 draws: ""It definitely tells you how difficult it is for both sides to win. When David Moyes took over in 2002, they were fighting relegation and he made it a club that competing for top four. So he has done incredibly well. ""But the last few seasons, they were not competing for the top four anymore and a team like Liverpool would normally get more points against teams around Everton than the ones over here. ""So that tells you how difficult the away leg for Liverpool is when they play Everton away. That we all know and I have been working in football long enough to know derbies are always more difficult than facing a team who are around the same position as Everton in the table - that is clear as fans bring the best out of players ""I have experienced this already a few times at Anfield, and many times at my former club [Feyenoord], but I hope I don't experience it tomorrow! But I think the fans will bring the best out of the Everton players tomorrow again."""
2/11/2025,10:02,Slot: Everton are in a better place under Moyes than they were a few months ago,"Liverpool manager Arne Slot on whether the Reds are facing a different Everton team to the one they would have faced under Sean Dyche when the original fixture was postponed because of  December's Storm Darragh: ""They were [struggling] to a certain extent, although they did pick up a draw at Man City and at Arsenal, when they got a clean sheet as well - so those were very good results from an Everton perspective if you have to go away and get results like that. ""I am aware of the fact that David [Moyes] took over four games ago and he has won three, so that is definitely a great accomplishment for him and they are now in a better place than they were a few months ago. ""But the weather circumstances are now in a better situation as well!"""
2/11/2025,09:49,"Slot: We need cool heads, but not cool legs","Liverpool manager Arne Slot on the importance of keeping a cool ahead on Wednesday night: ""Cool heads, but not cool legs. Every time you play against a team that wants to fight with you - and that is every time we play an opponent - this one even more, you have to be ready for that. You have to run and tackle even more - not crossing the line, but being cool enough to play a good and firm tackle. That's where it starts with and then nine out of 10 times it then settles down after 10-15 minutes it settles down a bit and then you can think even more about playing football. ""But last season there were about 10-15 free kicks for Everton and we know what they did with them, they brought them in every time and it led in the end to their 1-0."" ""So yes, cool heads, but not cool legs."""
2/11/2025,09:31,Slot: Never easy to play in an atmosphere like Goodison,"Liverpool manager Arne Slot on the atmosphere expected at what will be the final-ever Merseyside derby at Goodison Park on Wednesday night: ""It's an extra reason why the atmosphere will be even better than all the occasions before, although I have not been to one, I am told it is always a fantastic atmosphere at Goodison Park, as it is an Anfield. ""That is never easy to play in, every single time they cross the halfway line, or get a corner, the fans will cheer for that, so you have to be mentally really strong as an away team to resist all that and still be focussed on what you have to do - defend corner, the set piece and then be calm when you have the ball. ""But it is not first time these players have been in atmospheres like this. But it is not only tactical, it is also about standing up to those emotions. I hope they can focus on what they do because I noticed in the Plymouth game, the intensity of the tackles was because of the emotions in the stadium. So we have to be up for that. ""I have seen last season's game, we were ready, but in the first 10 minutes, the ref blew his whistle 11 times for Everton in the first ten minutes - So i assume our players will be ready for another battle tomorrow for the simple reason they've been ready all season and many are experienced."""
2/11/2025,09:19,Slot: Plymouth loss unacceptable,"Liverpool manager Arne Slot on the impact of losing to Plymouth Argyle in the FA Cup on Sunday: ""It should have an impact, working at a club like this, we should be competing for every trophy, we have said that from the start, so to go out in the fourth round  - to lose against Plymouth is unacceptable. Sky Sports ""As a team and fans, we are disappointed by that result, now we have to show a different side of us tomorrow because it was not just result, but the performance was far from Liverpool's standards as well."""
2/11/2025,09:13,Slot: We'll see about Alexander-Arnold after he trains today,"Liverpool head coach Arne Slot on his side's injuries ahead of the Merseyside derby - right-back Trent Alexander-Arnold is recovering from a hamstring issue he picked up in the Reds' recent Premier League win at Bournemouth, while defender Joe Gomez also suffered a recurrence on the same injury in Sunday's shock FA Cup loss at Plymouth Argyle. Sky Sports ""Trent [Alexander-Arnold] has done part of session with us yesterday [Monday]. Let's see how he is today [Tuesday] when he trains with us and then we have to decide if we take him to the game. ""Joe [Gomez], it is the same leg where he had the [hamstring] injury last time, we are assessing him, but he will definitely will not be with us. ""That [injury] is mostly a concern."""
2/11/2025,09:00,Slot on the way!,Heads up folks thatLiverpoolhead coachArne Slotwill be speaking to the media at 9am ahead of his side's crucial Premier League clash at Merseyside rivals Everton on Wednesday night...
2/10/2025,16:54,Slot's successor at Feyenoord sacked,"Feyenoordhave sacked head coachBrian Priskewith immediate effect, eight months after he succeededArne Slotin the role. Slot left Feyenoord at the end of last season after finishing second in the Eredivisie and securing the KNBV Cup, with Priske being appointed to the role in June. Speaking in a statement that confirmed his departure, with the club currently sat in fifth after 21 games, Feyenoord's technical directorDennis te Kloesesaid: ""It is very disappointing for all parties that we had to come to this decision. ""Although Feyenoord has certainly achieved impressive results in the UEFA Champions League with Brian, it has all been far too inconsistent in recent months and unfortunately we see too little structural progress."""
2/9/2025,19:00,Chiesa fails to take his chance,"Sky Sports' Peter Smith: Federico Chiesa suffered throughout the first half of the season with injuries. Today was a big chance for him to show his quality and that he can be a big figure for Liverpool in the business end of the season. But he was well short of the level required at Home Park. He attempted 10 take-ons. And completed one. In the final third, barely half of his passes were completed, while just one of his four crosses found their target. He just couldn't find a way past the green shirts in front of him and when he sent a late cross straight out for a goal-kick, Arne Slot looked exasperated. Of course, Chiesa is likely still short of match fitness. But his frustrating time at Liverpool from a personal perspective looks set to continue for a while yet, on this evidence. Sky Sports"
2/9/2025,18:59,Morrison: Slot didn't get it wrong vs Plymouth,"Clinton Morrison speaking on Sky Sports News: ""I don't think Slot got it wrong [with his team selection]. ""Their bread and butter is the Premier League and they have a big game on Wednesday [against Everton]. He has to rest his players because they have played a lot of football. ""They still had enough quality on the pitch to go and beat Plymouth, who have conceded the most goals in all the leagues this season. ""It was an opportunity for players and it didn't work out for them. It happens in football. That's the only blot for Slot. ""Since he's come to Liverpool all we've done is praise him. You have to move on quickly. ""I don't think it will be damaging because it wasn't their starting XI. They will respond. It's just a blip in the road."" Sky Sports"
2/9/2025,18:59,Slot's team selection was 'irresponsible',"Sky Sports' Lewis Jones: As the clock ticked down with Liverpool offering no spark and creative edge, it was surely time to unleash the likes of Mohamed Salah from the bench. But Salah wasn't there. Neither was Virgil van Dijk, Alexis Mac Allister, Ibrahima Konate, Dominik Szoboszlai, Cody Gakpo and Ryan Gravenberch. In-form first-team players that would have made Plymouth sweat. Instead Arne Slot could only turn to debutants Isaac Mabaya and Trent Kone-Doherty - and the erratic Darwin Nunez. Slot has got little, if anything wrong, in his time in the Liverpool hotseat but this was a clear underestimation of the challenge ahead. Name a freshened-up team, of course, but to not have the big guns in reserve for any emergencies was just plain irresponsible in a competition that Liverpool have serious tradition of taking seriously. Slot disrespected the competition, did Plymouth's team talk for them and the famous old competition delivered him a harsh lesson. Sky Sports"
2/9/2025,18:58,Slot defends team selection vs Plymouth,Arne Slotdefended his team selection after his much-changedLiverpoolside crashed out of the FA Cup to Championship bottom-clubPlymouth. Sky Sports
2/9/2025,18:08,Report: Liverpool crash out of FA Cup after Plymouth defeat,Plymouthcause major upset as the Pilgrims dump Premier League leadersLiverpoolout of theFA Cup. Sky Sports
2/9/2025,15:59,Gomez forced off injured at Plymouth,"LiverpooldefenderJoe Gomezwas forced off after picking up an injury early on during Liverpool's1-0 FA Cup defeat atPlymouthon Sunday. The 27-year-old missed all of January after picking up a hamstring injury at the end of December at West Ham but lasted just 11 minutes on his return to action. He appeared to pull up while chasing back towards his own goal. Isaac Mabayacame on to replace of the England international, who could now be facing more time on the sidelines. Asked if it was Gomez's injury was a reoccurrence of the problem he picked up at West Ham, Slot said: “Not too sure it was the same leg as West Ham. I haven’t had time to ask him. It was clear that we knew which moment he felt insecure. Because he didn’t spirit back fully. He said 'I’m afraid if I make one extra sprint things will go wrong'. ""It’s not torn, I assume."" Slot also explained why unused substituteCurtis Jones' absence impacted his team selection. Slot made 10 changes to the team that beat Spurs last time out in the Carabao Cup, including starts for youngsters Trey Nyoni and James McConnell. ""Curtis Jones was on the bench and said to me he doesn’t think he is fully recovered yet after yesterday’s training session,"" Slot said. ""That led to the fact that there were a few more youngsters on the pitch than was the idea before the game. But still, there was enough quality on the pitch to get a better result than this."""
2/7/2025,11:34,'Slot in a good place while emphasising there's still a long way to go',"Sky Sports News reporter Vinny O'Connor at the AXA training centre: ""On Thursday night, Arne Slot described the feeling of reaching a major cup final in England at his first attempt as ‘pleasant’. His celebrations sounded equally as nice. A quiet glass of wine after his media obligations had been fulfilled. Once that was done it was already late and he was due to see us again at 10:15am on Friday. ""Predictably there was no sign of weariness. As sharp as ever he saw the Virgil van Dijk question coming…. his hopes for Virgil’s future [in light of Van Dijk’s comments toSky Sports'Juliette Ferrington that he has no idea what it will bring just yet] ‘good health’ and that he can ‘enjoy working with him for a long time’. After all he’s in the Jamie Carragher camp when it comes to assessing the ease with which Van Dijk plays the game. ""It wouldn’t be a surprise either if Van Dijk was part of the rotation for the Plymouth game. There clearly will be changes as Slot balances resting players with building up match sharpness in others. Sky Sports ""What came across is the care he has for his players. We saw that visibly from his predecessor with the Jurgen hugs…. Slot shows it with ensuring a better work-life balance for his squad, allowing them greater time to be fathers and husbands, where even the small details like staying at home the night before a home game helps. ""Aside from Trent Alexander-Arnold [and Tyler Morton, who has a shoulder injury], Slot has pretty much a fully-fit squad to choose from… that’s an added bonus at this stage of the season when challenging on all four fronts. ""So Slot is in a good place while emphasising there is still an awful long way to go."""
2/7/2025,11:17,Miss this? Van Dijk TROLLS Richarlison as Liverpool thrash Spurs!,"Virgil van Dijkappears to offer Richarlison a hand up off the floor, but instead trolls the Brazilian..."
2/7/2025,11:08,"I hope to work with Van Dijk for a long time, says Slot","Liverpoolhead coach Arne Slot remains ambiguous aboutVirgil van Dijk'sfuture, but discusses the importance and quality he brings to the team."
2/7/2025,10:58,Slot: I hope to work with VVD for a long time,"Arne Slot speaking ahead of FA Cup clash with Plymouth on Virgil van Dijk: “Virgil deserves every compliment he gets. He's been outstanding for this club for so many years, and since I'm working here he's been outstanding for me as well, for the performances he brings in. Yesterday was again an example of that. “He was also, in a good way, in a good manner, aggressive. He led the team in a way, with the ball we all know what he can do, but also without the ball he was sharp and ready. It was not a coincidence that it took 80 minutes before they had their first shot on target. “So Virgil, like many others, has a good season, but he wants, just like all the others, to make it a great season, and therefore we have to play still many games.” What do you hope the future brings for him? “A good health for him and his family, that's the first thing I wish him. And I hope I can enjoy working with him for a long time.”"
2/7/2025,10:45,Slot on potential quad bid: We're in a good place,"Arne Slot speaking ahead of FA Cup clash with Plymouth: “We are in a good place. The players are fit and ready. We're in a good place but we also know how long the season still is and the difficult challenges we still have. Only one downside to beating Spurs 4-0 and we beat them 6-3 too and then we beat West Ham 5-0, so when we only won 1-0 every says they don't have the same form anymore. “I am not expecting us to win every game like this manner yesterday. We just try to win and if we can do it with such a dominant performance than that is perfect."""
2/7/2025,10:43,Slot: We won't take any risks with Trent,"Arne Slot speaking on Trent Alexander-Arnold's fitness ahead of FA Cup clash with Plymouth: “It will be too early for him [against Plymouth]. ""It’s difficult to say [if he'll make the Everton game], it won’t take months or even weeks. It’s three days after the Plymouth game so let’s see if he’s available. We don’t want to take any risks with so many games coming up. If he’s fit, we will use him.”"
2/6/2025,23:55,Bradley has 'world at his feet',"Sky Sports' Jamie Redknapp on Liverpool defender Conor Bradley: ""Anyone who understands football knows that Conor Bradley is a great talent. ""He is fearless and has the world at his feet. ""When young players come through at the club they have that bit of spite about them and I love the way he plays."""
2/6/2025,23:51,Slot: The most special evening,"Liverpool boss Arne Slot speaking to Sky Sports after his side reached the Carabao Cup final: ""I think we had some big nights here already but yeah to reach a final should also be special, and that is what it is. So yeah in that perspective it has been the most special evening. ""In Holland we only have one cup competition and that final is played at the end of the season so it is new experience but a nice one to have. ""It is a special stadium for English people but also for Dutch people because we know the history of the stadium and final as well. ""Very pleased to go there but we know we will face a very tough opponent. They are a very good team but they will face a very good team as well. ""We also have to take into account in the first half there were many injury moments. So it is difficult to control the game but we did it really well and it took them 80 minutes before they had a shot on target. It was a very good performance from our side. ""There are many games to be played. We were lucky, maybe not lucky, that we were already qualified after six games in the Champions League so we were still able to rotate. This is a league where you play the most games but you are only able to take 20 players. ""If you play so many games you need more than 20 players. If a club like us should always have 20, 21, 22 first-team players and behind it we can take more academy players then a game like today would have been ideal ""There is only one downside to reaching the final, it is playing Villa in midweek but being successful creates even more games. It is a positive and players get stronger in my opinion by playing games."""
2/6/2025,23:23,WATCH: Richarlison fumes at Van Dijk after 'elbow',No Content
2/6/2025,23:12,Carra: If Trent leaves Bradley should be Liverpool's right back,"Sky Sports'Jamie Carragherwas full of praise for Liverpool defenderConor Bradley, saying  the 21-year-old  should be the Reds' right back ifTrent Alexander-Arnoldleaves the club. Alexander-Arnold is out of contract in the summer and he has been linked with a summer move to Real Madrid. However, Carragher believes Liverpool already have a replacement in Bradley. He told Sky Sports: ""There is only one man at Liverpool that does not want Trent Alexander-Arnold to sign a new contract - Conor Bradley. ""If Trent moves on he needs to be Liverpool's right-back. ""I don't think Liverpool should go and buy a big right-back for a lot of money. What that lad has done when he has filled in has been that good. If that is his level there are not many better right-backs in the Premier League."""
2/6/2025,23:08,Van Dijk: I have no idea what the future holds,"Virgil van Dijkwas once again coy on hisLiverpoolfuture, saying no decision has been made following his side's 4-0 win over Spurs to reach the Carabao Cup final. The Reds captain, who scored his side's final goal at Anfield on Thursday evening, is out of contract in the summer and is able to talk to clubs abroad about a pre-contract agreement. Reports have suggested the 33-year-old had agreed a new deal to stay at Anfield but Van Dijk dismissed those suggestions after Liverpool booked a Carabao Cup final date against newcastle. ”What the future brings I have no idea,” Van Dijk toldSky Sports. “Anybody who says they know it - they are wrong.”"
2/6/2025,22:33,FREE MATCH HIGHLIGHTS LIVERPOOL 4-0 TOTTENHAM,No Content
