Date,Time,Headline,Body Context
3/17/2025,14:50,Liverpool 'will fancy their chances' against PSG,"Liverpool will face Paris St-Germain in thelast 16 of the Champions League,travelling to the French capital for the first leg before welcoming the Ligue 1 champions to Anfield. Former Reds defender Stephen Warnock tells The Football News Show that Arne Slot's side will ""fancy their chances"" against an indifferent PSG outfit, but need to be wary of their recent dip in form. This video can not be played  Watch The Football News Show on iPlayer"
3/17/2025,13:54,Did you know?,"Liverpool haven't won any of their last five away games against French sides in Europe (D2 L3), with their last such victory coming at Marseille in September 2008. On the other hand... Arne Slot is unbeaten against French opposition in major European competition, winning two of his three matches and drawing the other."
3/17/2025,11:53,Liverpool's Champions League draw - send us your thoughts,"So, what do you make of the Champions League draw? It's a tough-looking last-16 tie against Paris St-Germain, with the return leg at Anfield. If successful, Liverpool would then face either Premier League rivalsAston Villaor Club Brugge, hosting the first leg. And further progress could set up an all-Premier League semi-final againstArsenal- or an encounter against Real Madrid, Atletico Madrid or PSV Eindhoven. Again, the first leg of that tie would be at Anfield. How confident are you of success? Let us know here"
3/17/2025,11:24,Champions League last-16 draw made,"The Champions League draw has been completed, with teams now knowing who they play in the last16 and their possible route to the final. Club Brugge vAston Villa Borussia Dortmund v Lille Atletico Madrid v Real Madrid Bayern Munich v Bayer Leverkusen PSV vArsenal Feyenoord v Inter Milan Paris St-Germain vLiverpool Benfica v Barcelona The first legs will take place on 4/5 March, with the return meetings the following week. Read more about the Champions League schedule on our live page"
3/17/2025,10:44,'There's a perception that there has to be a scapegoat',"The Daily Mail's Dominic King says Darwin Nunez is ""struggling with his confidence"" and the striker is never going to ""become the player Liverpool thought they were signing"". Speaking to Radio Merseyside about Nunez after Liverpool's draw atAston Villa,King said: ""I felt very sorry for him. I know this year he's been really struggling with his confidence. ""I know behind the scenes there's people working with him - Spanish speakers on a daily basis to try to build his spirits up and make him believe he can be the player that Liverpool thought they were getting. ""He's definitely a boy with talent. He's erratic. It's fair to say he's never going to become the player Liverpool thought they were signing three years ago. ""What I don't like at the moment is this perception that there has to be a scapegoat, that there's something wrong - everyone's looking at faults."" King also spoke about how he was surprised to see all the negativity surrounding the Reds, despite the club sitting top of the table. ""It's fascinating how Liverpool are being viewed at the moment, after the draw [against Villa] and the performance againstWolves.There's a lot of discussion on social media,"" he said. ""Everyone's talking about Salah, Van Dijk and Trent Alexander-Arnold's contracts. It's got nothing to do with what's going on at the moment with Liverpool, they've got a title to win. ""The contracts shouldn't even be being spoken about. There's something far bigger at stake."" Listen to the full interview here"
3/17/2025,10:00,Man City v Liverpool: Did you know?,"Mohamed Salah has been involved in more Premier League goals against Pep Guardiola'sManchester Citythan any other player (13 - eight goals, five assists). In fact, only Steven Gerrard (14) has been involved in more against City in the competition's history."
3/17/2025,08:59,Today's trivia challenge,Liverpool playedIpswichin their opening Premier League game of this season - what was the final score and who found the net? Answer will be revealed at 17:00 GMT
3/17/2025,06:51,Gossip: Reds open to Nunez sale,"Liverpool are likely to look to sell Darwin Nunez this summer, with the striker struggling for playing time at Anfield.(The Athletic - subscription required), external Want more transfer stories? Read Friday's full gossip column Follow the gossip column on BBC Sport"
3/17/2025,17:30,'Players miss chances' - Slot on Nunez,"This video can not be played Liverpool head coach Arne Slot discusses Darwin Nunez At his news conference on Thursday, Liverpool boss Arne Slot spoke about striker Darwin Nunez, who missed a glorious chance to score in Wednesday's 2-2 draw atAston Villa. Slot said: ""In the game against Villa, I would prefer him to score, but the word 'chance' says it all - it's a chance. It's not 100% sure that the ball goes in. ""Players miss chances - that, I can accept,"" added Slot, before then saying he was not pleased with the forward's reaction in the minutes afterwards."
3/17/2025,17:29,What do fans think of Nunez? The results,"BBC Sport asked Liverpool fans for their thoughts on Darwin Nunez - with a series of options to select from regarding the striker's position and future at Liverpool. As of 17:15 GMT on Thursday, more than 11,000 people had taken part. Here is the breakdown of results so far: Make him a regular starter - 11% Great impact player from the bench - 8% Good squad option, works hard for the team - 13% Give him one more season - 5% Poor technique but great attitude - 10% A loan to build confidence - 6% Sell him in the summer - 47%"
3/17/2025,15:16,What's Nunez's xG at Liverpool?,"In June 2022, Liverpool completed the signing of Uruguay striker Darwin Nunez from Portuguese side Benfica on a six-year deal for an initial £64m. The 25-year-old could become the club's record signing, with the fee rising to a potential £85m with add-ons. So far, it hasn't exactly been value for money. In his last season at Benfica, he scored 34 times in 41 appearances across all competitions. Liverpool fans have yet to see that level of consistency. Across three seasons at Anfield, Nunez has a 13-goal underperformance - scoring 39 times from an xG of 52.4. This season, he's at -3.5, meaning he should have 3.5 goals more if we take into account the quality of chances that have fallen his way. This season, he ranks 22nd for shot conversion in the Premier League on 15.4%. Chris Wood leads the way with a shot conversion rate of 39.1% while Alexander Isak, Mohamed Salah, and Everton forwards Iliman Ndiaye and Beto make up the rest of the top five. What would you do with Nunez? Tell us, external The Uruguayan striker has a record of 223 minutes per goal in the league during this campaign, ranking 24th in this particular category. In sharp contrast his team-mate Salah is second on the list, scoring a goal every 96 minutes. While his two goals against Brentford gave the Reds a crucial win, the data points to Nunez not making the difference consistently."
3/17/2025,13:38,'Actions must follow words now',"""Players miss chances - that I can accept. What was a bit harder for me to accept was his behaviour after that chance, and by behaviour I mean it got too much in his head, where he wasn't the usual Darwin that works his butt off and makes sure he helps the team."" The gauntlet was thrown down by Arne Slot in his strangely early pre-Manchester City press conference on Thursday and Darwin Nunez has already responded on Twitter with a statement that ends with the word ""resilience"" in Spanish. Resilience is exactly what Liverpool and their mercurial Uruguayan striker need to show between now and the end of the season. In isolation, an emotionally charged draw against Everton during a Goodison Park swansong, and a midweek evening draw to a well-drilled Aston Villa side aren't the worst results ever. A reaction is required to make that so, though. They have a huge chance to make another statement on Sunday against a side who are arguably one of the most mentally fragile the Premier League has to offer right now, especially after being softened up by Real Madrid. It's still Pep Guardiola's Manchester City though, and therefore it won't be a walk in the park by any stretch of the imagination. While they may be easily discouraged by any level of suffering within the game, the ""wounded animal"" element will surely kick in if they feel encouraged enough to bite back. Liverpool need to stop being so easily discouraged and any mentally fragile players need to be dragged up by the collective, rather than the collective being dragged down by poor moments from those lacking in confidence. Resilience is the right word for it, but actions must follow words now. Find more from Josh Sexton atThe Anfield Wrap, external What would you do with Nunez? Tell us here, external Nunez took to social media to compare comments made about him after he scored twice in the win at Brentford on 18 January compared to criticism of him after Wednesday's 2-2 draw at Aston Villa"
3/17/2025,12:07,'Nunez seems unable to compose himself',"Darwin Nunez is a frustrating player. If you look at Liverpool as a club and the frontline they have in terms of versatility, he is certainly different to a lot of the attacking players they have. When he came in he became a fans favourite just because of the work rate that he gives. He would run players down, run channels and he would work really hard and the fans really enjoyed that But, on the flip side, his composure in front of goal has never been good. When you are at a big club, it is what you are measured on. Yes, you can win the fans over in terms of showing how much it means to you to play, but is he good enough to be in a Liverpool team that is competing on all fronts? Probably not. It was shown against Aston Villa - that was a huge miss. When you are given an opportunity to find a goal when you are at a team like Liverpool, you are expected to finish that. What should Reds do with Nunez? Tell us, external Nunez does not have that composure. His mind is going a hundred miles an hour and he cannot slow down his thought process and that was what happened. That miss could be costly come the end of the season. How you manage that as the head coach is quite difficult because it is frustrating that they tend to be easy opportunities he misses. It seems he can score the more difficult ones when he does not have time to think, but when he has a lot of time to think, he seems to be unable to compose himself. This is why he is seeing himself on the bench a lot under Arne Slot and it cannot really be put down to confidence as we have seen him miss chances even when he was playing with confidence under Jurgen Klopp. There is still a lot of talk around the future of Mohamed Salah. But, even if he leaves, I do not think Nunez will be the backup ready to step in. If I am being honest, I cannot see him even being there past the summer. Liverpool know that they they will need a better quality replacement than Nunez. The club are in the position they are because they have such a versatile, dynamic, powerful, quality group of forwards. I am not sure Nunez has got the quality that they want. Fara Williams was speaking to BBC Sport's Nicola Pearson"
3/17/2025,11:25,"Slot on Nunez, injuries and Man City","Liverpool boss Arne Slot has been speaking to the media before Sunday's Premier League game against Manchester City (kick-off 16:30). Here are the key lines from his news conference: On forward Cody Gakpo returning for the Manchester City game, Slot said ""let's see"" and that it will be ""a close call"". Slot said that he would be surprised if Conor Bradley is involved against Manchester City or Newcastle. Defender Joe Gomez has had surgery on a hamstring injury and is out for ""a long time"", with Slot stating: ""He will be back, maybe, just before the end of the season."" Slot said Diogo Jota and Trent Alexander-Arnold were taking off in the 2-2 draw at Aston Villa because they are coming back from injury. On Darwin Nunez, who missed a glaring chance to put Liverpool ahead at Villa, Slot said: ""I can accept every miss, especially from a player that has scored two very important goals against Brentford. He scored for us in the home game against Villa. I would prefer him to score but the word 'chance' says it all. It's a chance, so it's not 100% certain that the ball goes in. Players miss chances, that I can accept."" Slot continued: ""What was a bit harder to accept was his behaviour after the chance. By behaviour, I mean it got too much in his head where he wasn't the usual Darwin who works his butt off and makes sure he helps the team. I think he was too disappointed after him missing that chance. It's not about the chance for me, it's more about the 20 minutes afterwards that I want to talk to him about than him missing the chance. The most important message is you can miss a chance but you can't miss out on workrate. It's part of your life as a number nine that you sometimes miss when people expect you to score."" On what he is expecting from Manchester City: ""What I always expect from City since Pep [Guardiola] is there, a great football team. I can see them coming back already, you see the result against Newcastle. What you expect is what everyone expects when you go to the Etihad to play City. Slot added: ""You have to suffer as well and work really hard to keep them away from your goal. The style of play has always been the same from when Pep was at Barcelona, Bayern Munich and now Manchester City. Even he needs quality players to get results."" On Arsenal playing before Liverpool and how it impacts the Manchester City game: ""The bigger question is from Man City. We play a strong team again, like we did [Aston] Villa. Arsenal play before us, but that doesn't make the game more difficult. We know we have 12 games to play, Arsenal has 13 games to play. If we constantly look at Arsenal and what other teams are doing then that will not help us. We know already how difficult it is to go to the Etihad, so we don't need Arsenal to get involved in that even more."" Follow all of Thursday's Premier League news conferences and the rest of the day's football news"
3/17/2025,10:02,Was Nunez's 'abysmal' miss 'one of the worst this season'?,"After a potentially damaging miss after being substituted on during the second half of Wednesday's 2-2 draw withAston Villa, Liverpool fans' patience with Darwin Nunez appears to be wearing thin. Here are some of your comments: Ruhel: Nunez's missed chances probably cost Klopp's team a league title last season. His abysmal finishing will probably cost Slot's team a league title this season. Ray: Nunez is a big disappointment. His stats showed he wasn't good enough for Liverpool but Liverpool still bought him. Speed of thought is crucial when playing at this level and he hasn't got it. He tries hard but this is not enough. He will be gone at the end of the season. Sam: Nunez's miss sums him up. Surely he's going in the summer as he's not good enough. He's had plenty of time now, time to move on! Ryan: Really, really tired of Nunez now. Not just based on Villa. Yes, he 'works hard', but he's playing for Liverpool in the Premier League. That shouldn't be a brag, it's mandatory. He's a very poor finisher and has been the star of his own catalogue of missed opportunities. He needs offloading and replacing this summer. Tom: It was a disgrace for Nunez at Villa, not only did he miss two sitters but he was laughing at the end with Martinez when he should have his head in his hands. After the game, when the rest of our players are applauding our away end, Nunez walks down the tunnel. Take the money from Saudi and buy Isak in the summer. Liam: I just cannot understand the persistence and logic behind playing Darwin Nunez. That miss tonight is one of the worst I have seen all season and I have seen nothing so far that indicates he has the ability to play for a club top in the Premier League."
3/17/2025,10:02,Salah landmark,Mohamed Salah has become the first player in Premier League history to score and assist in 10 different games in one season. The Liverpool forward is the first player to do so in one of Europe's big-five leagues since Lionel Messi in 2014-15 for Barcelona (11).
3/17/2025,09:18,'Combative and resilient performance' but have Reds 'peaked too early'?,"We asked for your thoughts after Liverpool emerged with a 2-2 draw from Wednesday's Premier League game atAston Villa. Here are some of your comments: Christopher: A combative and resilient performance at a difficult venue. Villa are in the Champions League last 16 so some perspective is needed. A point at City would also represent a good return. Arsenal are not out of it, but they are under pressure too. Let's see come May. Stuart: Liverpool should have taken advantage of Villa's early sloppiness in defence. It seemed as though players game time was being strictly managed. Should have won it, could have lost it. Eight points ahead is the main thing. Andy: As a Liverpool supporter, it feels as if the momentum is shifting and I ask myself if we peaked too early. We've often just scraped the win recently, we are still battling but we are relying on one man (Salah) more and more with goals from others dwindling. Nunez is a huge concern and at some point, Liverpool need to make an outbound decision on him and accept he isn't the right fit. Julia: I am a massive Liverpool fan, but I feel they are holding on to every game now. They don't look as slick as they did at the start of the season. Unfortunately we have a few tired players. Nunez does not do it for me at all. His work rate as a player is great but his finishing at vital times is poor and you keep thinking if another player was on the end of that ball it would be a goal. Not sure how many more chances he can be given. However, I still think Liverpool will win the league. Rob: Better second half than against Wolves and should have won if Nunez had done what he is paid to do. However, still only one defeat in the league and Arsenal cannot afford any dropped points so the pressure remains on them. Ken: Villa away is never an easy game but draws are akin to silent killers in the context of a tight title race. With games against City and Newcastle imminent in this brutal run of tough fixtures, Liverpool need to win both to restore calm. Should Nunez have hit an open target today? Yes. Should Nunez have had the opportunity to hit the target ? No. Szoboszlai was in a far better position to shoot but opted to pass on the responsibility. Players need to step up in these big moments and not shy away. Oh, and can Liverpool please work on set pieces? Poor in both boxes and it's an aspect that needs to improve rapidly."
3/17/2025,08:37,Nunez 'feels quite down' after Villa miss - Slot,"This video can not be played  Darwin Nunez is ""a bit more disappointed than the rest"" of his Liverpool team-mates after missing a huge late chance in Wednesday's 2-2 draw withAston Villa, says Reds boss Arne Slot. Substitute Nunez missed a golden chance to make it 3-2 when he blazed over from five yards after Dominik Szoboszlai squared the ball to him with 20 minutes remaining. ""You can understand there is one person in the dressing room who feels quite down,"" said Slot post-match. ""Szoboszlai made it an open goal chance and then Darwin was, of course, it was not his best leg, he's right footed, of course, but it was still a big chance. ""I was hoping that he could have got another one, because a player like him probably wouldn't miss two chances in a row. ""I think we were all disappointed, but it's normal that a player that missed a chance like this is always a bit more disappointed than the rest."" Despite the missed chances, the point at Villa Park moved Liverpool eight points clear at the top of the Premier League and Slot was happy with his team's display if not the result. ""Performance-wise, not a dip at all today, in my opinion,"" he added. ""What we must not do, and we've done that a bit too often now, is that we don't get what we deserve. ""If you look at all the chances, you put them in a row from us and from them, I think it's clear which team should have won this game, and we must not make a habit out of that. ""It happened a bit too much now, and still we are eight points clear with Arsenal, who have a game in hand. ""The only reason why we could be happy with a 2-2 was that they got the last chance of the game. A point is good to take, but for the rest - I think all for everything else I'm not happy."""
3/17/2025,08:31,'It's hard to really be too disappointed',"Liverpool dropped points in the Premier League as they came from behind to draw with Aston Villa at Villa Park. Mo Stewart from the Anfield Wrap spoke to BBC Radio 5 Live after the match and said: ""It was a ridiculous game of football, I don't think either side had control of it for longer than three or four minutes at a time. ""We created enough chances to win the game. Both Villa goals came from Liverpool defensive mistakes and the control that Arne Slot seems to crave in his football seems to have been missing for a good couple of games in a row now. ""Liverpool are still eight points clear at the top of the Premier League so it's hard to really be too disappointed. ""I think you have to recognise the fact that there have been times where Liverpool have been in good positions in the Premier League title race at this stage of the season and then had these kinds of results where you think 'it's OK, we're still at the top' and then when you get to the end of the season, you look back on those results and say 'oh well, maybe those were the ones that cost us.'"" Mikel Arteta's side sit second in the league and are the closest challengers to Liverpool but Stewart added that he doesn't believe ""Arsenal are going to be perfect between now and the end of the season"". Listen to the full episode on BBC Sounds"
3/17/2025,07:52,Gossip: Chelsea eye Kelleher,"Liverpool's Colombia forward Luis Diaz, 28, wants to sign a new contract - even though his current deal still has two years to run. (TBR Football, external) Barcelona could turn their attention to signing Diaz, who is a long-term target of the club and would be cheaper than signing Portugal winger Rafael Leao, 25, from AC Milan. (Sport - in Spanish, external) Liverpool andManchester Cityare both interested in Bayer Leverkusen's right-sided player Jeremie Frimpong, who has a 'gentlemen's agreement' with his German club to listen to offers worth 40m euros (£33.1m). The Netherlands international, 24, was in City's academy before moving to Celtic in 2019. (Teamtalk, external) Liverpool's Republic of Ireland goalkeeper Caoimhin Kelleher, 26, remains a top target forChelseathis summer, with the Blues prepared to pay up to £40m for the Reds' second-choice stopper. (Football Insider, external) Arsenalare optimistic of signing Real Sociedad and Spain midfielder Martin Zubimendi, 26, who decided to stay with his club rather than join Liverpool last summer. (Teamtalk, external) Want more transfer stories? Read Thursday's full gossip column Follow the gossip column on BBC Sport"
3/17/2025,21:55,'We did not get what we deserved',"Arne Slot spoke to BBC Match of the Day after Liverpool drew against Aston Villa:""It was a great game. Going in 2-1 down at half-time didn't feel like the game went for us like that but I was disappointed. We came out in the second half and scored 2-2 and had some good chances to make it 3-2 and then we could even have lost it. It was a great game but I am not happy with the result. ""I felt we defended well but I can't come up with a lot of Villa chances. You need to have a neutral set-piece balance or positive and we conceded one and did not score one. We scored two good goals and created enough chances to get the winner. ""We played Wolves away and beat them 2-1 and in the final minutes, it was tough for us as well. These players are used to this and are used to playing for trophies. Today we played very well but that also has to do with the style of play of the other team. ""Every team has to play every team twice and this week is Villa away and City away but again we did not lose. We desired more and that is the only thing we can blame ourselves for a few times now we did not get what we deserved. We must not make a habit of that."""
3/17/2025,21:51,Did you know?,"Mohamed Salah became the first Liverpool player to score 15 away Premier League goals in a season, breaking Luis Suarez's record of 14 in 2013-14. It was the most by a Reds player in a league season away from home since Gordon Hodgson scored 15 in 1930-31."
3/17/2025,21:28,Aston Villa 2-2 Liverpool - send us your thoughts,Were you at the game or following from elsewhere? Have your say on Aston Villa's performance What did you make of Liverpool's display? Come back to this page on Thursday to find a selection of your replies
3/17/2025,13:53,Every game for Liverpool now 'of significant value',"Liverpool's Premier League title challenge faces a critical test over the next week. After Wednesday's match atAston Villa,the Reds travel toManchester Cityon Sunday - then there is a dress rehearsal for the Carabao Cup final withNewcastlecoming to Anfield on 26 February. It is not difficult to understand why fans view this as a pivotal point in the season. It has been a bit of a bumpy ride over the past 10 days. Losing toPlymouthin the fourth round of the FA Cup was as unwelcome as it was unexpected. Even a much-changed starting line-up should have performed much better than they did and Arne Slot will learn lessons from that. In the raucous Merseyside derby that came three days later, they were just seconds away from establishing a nine-point lead at the top of the table. Sunday's home game withWolvessaw them keep a seven-point advantage intact, but their second-half performance had an uncharacteristically nervous feel to it. Slot makes the point that, at this stage of the season, lots of games end up being much closer than expected and actually winning matches becomes a lot more important than how it is achieved. When you lead from the front in the fashion that Liverpool have, you are always in the sights of your rivals as they try to close what is still a considerable gap. All teams - even the best ones - have to overcome setbacks. So far, the Reds' setbacks have been few and far between, and when you have a player like Mohamed Salah in your team, then nothing appears out of reach. He has the capacity to turn a game in an instant, with his vision and goalscoring prowess. He is, without doubt, a gold-standard talent and his record so far this season is simply staggering. There are many rivers to cross for Liverpool between now and the end of the campaign as they chase silverware on three fronts. Every game they play will be of significant value in whatever competition on any given matchday. But, when we get to this point, what really matters is that you win and not how you do that. Listen toTotal Sport Merseysidefrom 18:00 on weeknights andfind details here of live Liverpool match commentarieson BBC Radio Merseyside Explore Liverpool content on BBC Sounds"
3/17/2025,10:42,Sutton's predictions: Aston Villa v Liverpool,"Aston Villa are capable of beating anyone on their day, but they have not won any of their past four Premier League games and they are short of fit defenders too. So they have got bigger problems than Liverpool, who are still without Cody Gakpo but otherwise only missing Joe Gomez through injury. It was interesting to hear Reds defender Andy Robertson admitting the team felt nervous towards the end of Sunday's win overWolves.I know that feeling, but hearing Robertson say that now surprised me a little bit, because there still a long way to go in the title race. Robertson has been there, done it and won it with Liverpool before, in the Premier League and Champions League, but it shows how players feel the pressure even if I still feel their seven-point lead, with 13 games to go, is a big gap forArsenalto make up. Liverpool are not going to play well all the time, and if this is their blip - a draw in the Merseyside derby thanks to a stoppage-time equaliser byEvertonand then an edgy win over Wolves - then it is not exactly a reason to panic. In the past few weeks they have also gone out of the FA Cup and lost their final Champions League group game against PSV Eindhoven too, but it was their reserves who lost toPlymouthand, in Europe, they were already through. For Arne Slot, one of the important things now is balancing when to try to rest players - and Aston Villa have been in a similar situation all season because of their Champions League campaign. Villa do not have the strength in depth Liverpool do, but they do now have Marcus Rashford, who came on and made a bit of a difference in Saturday's draw withIpswich. I think Villa will score against Liverpool but it is the other end of the pitch that concerns me with Unai Emery's side, partly because of that lack of defenders, especially centre-halves, but also because I feel teams can always score against them anyway - they have kept only three clean sheets in the league all season. With Liverpool's attacking power, I am expecting them to find a way through. Arsenal are waiting for them to slip up, and they have got another tough away game at the weekend when they go toManchester City. They will know this is a huge week in their season, but before they go to Etihad Stadium, I can see them taking three points here. The performance for Liverpool does not matter here. It is all about the result, and maintaining that gap. Sutton's prediction: 1-2 Make your own prediction here"
3/17/2025,09:23,'Liverpool still aren't showing enough signs of weakness',"Liverpool had the pressure put on them not only byArsenal'swin but also the points they dropped at the final Goodison Park derby againstEverton. It was an emotional night on Merseyside and it brought back many memories of those games I played in. In fact, the tackles, wildness and general mayhem was a direct throwback to those less controlled times, and I loved watching it for that. Liverpool now only had to take care ofWolvesand they did, after a bit of a struggle. Champions win even when not at their best and Liverpool still aren't showing enough signs of weakness to make them look likely to fold. As they say in the game, it is up to the others to keep them honest and continue to pour on any pressure they can, even if it doesn't seem to be working. Sign up to read more from Pat Nevin in his Football Extra newsletter"
3/17/2025,08:38,Did you know?,"Liverpool remain the only side yet to lose away from home in the Premier League this season in 13 matches (W9 D4). In English top-flight history, on only five occasions has a side avoided defeat in their first 14+ matches on the road from the start of a campaign: Leeds United in 1973-74 (15), Liverpool in 1987-88 (15), Arsenal in 2001-02 (19), Arsenal in 2003-04 (19), and Manchester United in 2020-21 (19). With 14 goals and nine assists in Liverpool's 13 away games in the Premier League this season, Mo Salah has the most ever goal involvements by a player away from home in a single campaign in the competition (23). He is also one assist away from becoming only the third player to assist 10+ goals in away games in a Premier League season, after Muzzy Izzet in 2003-04 (10) and Cesc Fàbregas in 2014-15 (11)."
3/17/2025,07:46,Gossip: Liverpool could offer Nunez plus cash for Isak,"Liverpool are prepared to offer 25-year-old forward Darwin Nunez plus cash in exchange forNewcastle United's£100m-plus rated forward Alexander Isak, who has scored 17 Premier League goals this season.(Football Insider), external However, Newcastle will not allow their best players to leave if they miss out on qualifying for next season's Champions League.(Daily Mail), external The Reds are set for a busy summer of transfer activity, with 27-year-old Barcelona and Netherlands midfielder Frenkie de Jong on a list of players the club might bid for.(Teamtalk), external Want more transfer news? Read Wednesday's full gossip column Follow the gossip column on BBC Sport"
3/17/2025,19:31,Slot on pressure and experience,Liverpool head coach Arne Slot has been speaking to the media about title-race nerves. The Reds' win over Wolves on Sunday has prompted debate over how they will deal with the mental stresses of the Premier League's last 13 games. This video can not be played 
3/17/2025,16:44,What the stats say about Liverpool's forwards,"In acolumn published on this pageearlier on Tuesday, fan writer Jordan Chamberlain said it is ""becoming increasingly obvious with every match that Liverpool need a new number nine in the summer"". A ""wasteful attack"" is also something that has been mentioned by contributors when we have asked fortopics that may be going under the radar at Anfield. Mohamed Salah has clearly been in sensational goalscoring form so far this season and instrumental in the Reds' sustained stay at the top of the Premier League, but what about the supporting cast of forwards? *G = Goals, A = Assists, GI = Goal involvements In the Premier League this season, the quartet of Luis Diaz, Diogo Jota, Cody Gakpo and Darwin Nunez have been directly involved in 35 goals between them (26 scored, nine assists). By comparison, Salah alone has 37 goal contributions (23 scored, 14 assists) - a statistic helped by the fact he has missed only 36 minutes of Liverpool's first 25 league games. *G = Goals, xG = Expected goals, */- = Goals minus expected goals Of all Premier League players to have had at least 10 shots this season, Salah ranks seventh in the division on shot-conversion rate, with 23 of his 94 attempts finding the net (24.47%). Nottingham Forest'sChris Wood (39.13%) is the only Premier League player with a conversion rate above 30% this season. Newcastlestriker Alexander Isak, who was suggested in our fan writer's column as a potential summer target for the Reds, has scored with 17 of his 65 shots (26.15%) and is fifth on that list. Gakpo (19.05%) and Diaz (18.75%) are 26th and 27th respectively, with Jota (17.24%) 35th and Nunez (16%) 42nd. Interestingly, however, only Jota of the five Liverpool players mentioned is underperforming in terms of their expected goals (xG) this term. *All statistics correct on 18 February, 2025"
3/17/2025,16:43,"Slot has lifted Liverpool to new heights, Emery believes","Liverpool have improved under Arne Slot despite their success under Jurgen Klopp, according to Aston Villa boss Unai Emery. Slot's Premier League leaders are yet to lose away from home this season, while the hosts have been beaten just once at Villa Park in the top flight, losing 2-0 toArsenalin August. Liverpool come to Villa Park for the rearranged game - because of their Carabao Cup final againstNewcastlenext month - on Wednesday knowing victory will extend their lead at the top to 10 points. Klopp won their first title for 30 years in 2020 while also lifting the Champions League in 2019 - and being a runner-up twice in both - but Emery believes Slot, who replaced Klopp last summer, has raised Liverpool further. ""With Klopp they did fantastic, but with Slot they're doing even better,"" he said. ""As a coach, it is a big challenge, a challenge to how we can collectively set our gameplan against them. It's the most difficult match we are going to play for the last weeks and months. ""We have to compete because they are going to demand a lot of us, tactically and individually. ""I appreciate them and they have a very high level of performance this year - more than the past two years. They are even doing better."""
3/17/2025,16:36,Who could be Liverpool's next centre-forward?,"We asked for your views on whether Liverpool should be looking to bring in a new centre-forward, after our fan writer suggested the club should ""go big on""Newcastleforward Alexander Isak in the summer transfer window. But is he a realistic target and the right man for Liverpool? Here are some of your thoughts: Yusuf:I do think that ever since our famous three of Sadio Mane, Roberto Firmino and Mohamed Salah up front, Liverpool haven't had a proper centre-forward. Mane and Salah used to run down the wings, while Firmino would supply the through balls and get into the box. We still have quick wingers - Salah and Cody Gakpo on both sides have been outstanding - but if we want to make it even more fluid then finding the next Firmino is key - and that man has to be Isak. James:I don't think Newcastle would entertain offers for Isak, possibly Ollie Watkins fromAston Villaor even Matheus Cunha fromWolvescould be more likely? Todor:I would reckon that Isak is out of the question. Joao Pedro fromBrightonor one of theBrentfordforwards could be more achievable? Mez:Isak first choice, Liam Delap ofIpswichsecond choice. Mohammed:Isak is a realistic signing, why not? He can score goals, assist and also play on the wing. He is scoring loads of goals for Newcastle and the only other option is Victor Osimhen.Arsenalare interested in Marcus Thuram, whose release clause is 85m euros, and we could get Isak with his Premier League experience for that same amount. Barry:The time has come for Liverpool to make another transformative signing, someone who will have the same sort of impact on the team as Virgil van Dijk or Alisson. Perhaps Newcastle would be interested in a cash plus Darwin Nunez deal. I think Nunez could thrive at St James' Park. He would be more the main man there than at Liverpool and their fans would love him."
3/17/2025,14:23,Will fans learn from Wolves scare?,"Former Liverpool defender Stephen Warnock believes the club's fans will have ""learned"" from Sunday's edgy win overWolves. Defender Andy Robertson admitted to feeling ""nervous"" duringthe Reds' narrow 2-1 win. At one point, Robertson gestured for fans to calm down as a nervous energy built inside Anfield. Warnock told BBC Radio 5 Live's Monday Night Club: ""In the second half, it got to about 20 minutes or 15 to go and the fans suddenly went, 'they need us here'. There was a reaction from the crowd trying to lift them - but it was almost a bit too late. ""The Liverpool fans will have learned a lot from that at the weekend."" This video can not be played  Watch the full episode on BBC iPlayerorlisten on BBC Sounds"
3/17/2025,14:22,'I'd be completely surprised if Rashford does not show quality at Villa' - Slot,"Liverpool boss Arne Slot has said he would be ""completely surprised"" if Marcus Rashford does not impress during his loan spell at Aston Villa, as the two sides prepare to meet at Villa Park on Wednesday. Rashford has scored seven times forManchester Unitedin matches against the Reds, but only emerged on the winning side four times in 19 meetings. The 27-year-old will be hoping to start against the league leaders after impressing in the second half of Saturday's draw withIpswich. ""I know Marcus Rashford as I follow the Premier League,"" Slot said on Tuesday. ""The first time I faced him was on the USA tour and was really impressed with how fast he is and comfortable on ball. I hope he shows that at Villa - but not tomorrow. ""I'd be completely surprised if a player of that quality isn't going to show that in upcoming months. He is a very good player."" The Reds have an opportunity to go 10 points clear at the top beforeArsenalnext play, but Slot is not looking beyond the trip the Villa Park with tough matches away toManchester Cityand at home toNewcastleto follow. ""I see it as 13 games to be played and the next one is the most important one,"" the Dutchman added. ""Villa away is likeWolvesat home [the 2-1 win on Saturday] - a difficult one. They have a great home record, maybe more when they play in the evening.Last season was 3-3. They have a very good manager who always has a very good gameplan. ""We know it's going to be a challenge but we know we have a quite OK away record this season."""
